S.No.,Price,Price (in Rs.),No_of_Beds,Address,City,State,State_Code
644,"$190,000.00",15876400.00,2.00,7340 Skillman St #1207, Dallas,TX,75231
645,"$150,000.00",12534000.00,2.00,982 S Weatherred Dr Unit A, Richardson,TX,75080
646,"$179,900.00",15032444.00,1.00,5300 Keller Springs Rd #2058, Dallas,TX,75248
647,"$398,000.00",33256880.00,1.00,1900 S Ervay St #416, Dallas,TX,75215
648,"$365,000.00",30499400.00,2.00,5934 Sandhurst Ln #208, Dallas,TX,75206
649,"$120,000.00",10027200.00,1.00,6108 Abrams Rd #418, Dallas,TX,75231
650,"$290,000.00",24232400.00,2.00,6341 Bordeaux Ave, Dallas,TX,75209
651,"$349,999.00",29245916.44,2.00,2722 Knight St Unit 316C, Dallas,TX,75219
652,"$125,000.00",10445000.00,2.00,9837 Walnut St #210, Dallas,TX,75243
653,"$185,000.00",15458600.00,2.00,6108 Abrams Rd #211, Dallas,TX,75231
654,"$185,000.00",15458600.00,2.00,6108 Abrams Rd #205, Dallas,TX,75231
655,"$185,000.00",15458600.00,2.00,6108 Abrams Rd #201, Dallas,TX,75231
656,"$99,000.00",8272440.00,1.00,6640 Eastridge Dr #239, Dallas,TX,75231
657,"$669,000.00",55901640.00,3.00,426 W 9th St #105, Dallas,TX,75208
658,"$275,000.00",22979000.00,2.00,5300 Keller Springs Rd #1062, Dallas,TX,75248
659,"$175,000.00",14623000.00,2.00,8555 Fair Oaks Xing #413, Dallas,TX,75243
660,"$239,900.00",20046044.00,2.00,1518 Signal Ridge Pl, Rockwall,TX,75032
661,"$235,000.00",19636600.00,2.00,12921 Abrams Rd #503, Dallas,TX,75243
662,"$7,200,000.00",601632000.00,42.00,512 N Lancaster Ave, Dallas,TX,75203
663,"$215,000.00",17965400.00,2.00,5981 Arapaho Rd #1806, Dallas,TX,75248
664,"$798,000.00",66680880.00,2.00,5939 Hillcrest Ave #3, University Park,TX,75205
665,"$375,000.00",31335000.00,2.00,1901 S Harwood St #105, Dallas,TX,75215
666,"$269,500.00",22519420.00,2.00,5325 Bent Tree Forest Dr #2229, Dallas,TX,75248
667,"$220,000.00",18383200.00,2.00,7125 Fair Oaks Unit 5 A, Dallas,TX,75231
668,"$295,000.00",24650200.00,3.00,1234 Signal Ridge Pl #1234, Rockwall,TX,75032
669,"$975,000.00",81471000.00,2.00,3030 Mckinney Ave #501, Dallas,TX,75204
670,"$580,000.00",48464800.00,4.00,456 Yacht Club Dr Unit C, Rockwall,TX,75032
671,"$450,000.00",37602000.00,1.00,3030 Bryan St #311, Dallas,TX,75204
672,"$325,000.00",27157000.00,2.00,4044 Buena Vista St #218, Dallas,TX,75204
673,"$350,000.00",29246000.00,2.00,4034 Rawlins St #207, Dallas,TX,75219
674,"$450,000.00",37602000.00,2.00,4517 Holland Ave #103, Dallas,TX,75219
675,"$569,000.00",47545640.00,2.00,1813 Park Ave #204, Dallas,TX,75215
676,"$295,000.00",24650200.00,2.00,5835 Sandhurst Ln Unit C, Dallas,TX,75206
677,"$199,900.00",16703644.00,1.00,211 Henry M Chandler Dr, Rockwall,TX,75032
678,"$999,999.00",83559916.44,2.00,1999 Mckinney Ave #1205, Dallas,TX,75201
679,"$484,900.00",40518244.00,2.00,3812 San Jacinto St #206, Dallas,TX,75204
680,"$359,000.00",29998040.00,2.00,6369 Bordeaux Ave, Dallas,TX,75209
681,"$127,000.00",10612120.00,1.00,4837 Cedar Springs Rd #326, Dallas,TX,75219
682,"$2,100,000.00",175476000.00,2.00,3510 Turtle Creek Blvd Ph 18B, Dallas,TX,75219
683,"$125,000.00",10445000.00,1.00,3624 Parkridge Dr #213, Dallas,TX,75234
684,"$280,000.00",23396800.00,1.00,5407 Bryan St Unit B101, Dallas,TX,75206
685,"$565,000.00",47211400.00,2.00,4208 Live Oak St #206, Dallas,TX,75204
686,"$324,000.00",27073440.00,1.00,3225 Turtle Creek Blvd #1012, Dallas,TX,75219
687,"$399,900.00",33415644.00,2.00,5200 Keller Springs Rd #513, Dallas,TX,75248
688,"$314,900.00",26313044.00,2.00,14151 Montfort Dr #367, Dallas,TX,75254
689,"$594,900.00",49709844.00,2.00,419 W 9th St Unit B, Dallas,TX,75208
690,"$114,900.00",9601044.00,1.00,6108 Abrams Rd #329, Dallas,TX,75231
691,"$239,000.00",19970840.00,1.00,3025 Bryan St Unit 3H, Dallas,TX,75204
692,"$150,000.00",12534000.00,1.00,5837 Copperwood Ln #2134, Dallas,TX,75248
693,"$275,000.00",22979000.00,1.00,1200 Main St #2108, Dallas,TX,75202
694,"$89,999.00",7520316.44,1.00,9920 Forest Ln #119, Dallas,TX,75243
695,"$195,000.00",16294200.00,1.00,4327 Holland Ave #101, Dallas,TX,75219
696,"$2,700,000.00",225612000.00,2.00,3505 Turtle Creek Blvd Unit 2C, Dallas,TX,75219
697,"$200,000.00",16712000.00,1.00,5701 Gaston Ave #6, Dallas,TX,75214
698,"$3,500,000.00",292460000.00,2.00,2801 Turtle Creek Blvd Unit 2W, Dallas,TX,75219
699,"$425,000.00",35513000.00,2.00,4529 Rawlins St, Dallas,TX,75219
700,"$170,000.00",14205200.00,2.00,11311 Audelia Rd #214, Dallas,TX,75243
701,"$382,000.00",31919920.00,1.00,4134 Travis St #7, Dallas,TX,75204
702,"$2,795,000.00",233550200.00,2.00,2525 N Pearl St #1101, Dallas,TX,75201
703,"$949,000.00",79298440.00,2.00,2200 Victory Ave #1002, Dallas,TX,75219
704,"$235,000.00",19636600.00,1.00,10717 Villager Rd Unit A, Dallas,TX,75230
705,"$299,999.00",25067916.44,1.00,4414 Cedar Springs Rd #224, Dallas,TX,75219
706,"$169,000.00",14121640.00,1.00,5335 Bent Tree Forest Dr #277, Dallas,TX,75248
707,"$120,000.00",10027200.00,2.00,9831 Walnut St Unit P208, Dallas,TX,75243
708,"$224,500.00",18759220.00,2.00,11154 Valleydale Dr Unit B, Dallas,TX,75230
709,"$525,000.00",43869000.00,2.00,5950 Lindenshire Ln #408, Dallas,TX,75230
710,"$135,000.00",11280600.00,1.00,12482 Abrams Rd #928, Dallas,TX,75243
711,"$629,000.00",52559240.00,2.00,4526 Deere St #203, Dallas,TX,75204
712,"$1,050,000.00",87738000.00,2.00,1999 Mckinney Ave #1201, Dallas,TX,75201
713,"$219,995.00",18382782.20,2.00,4837 Cedar Springs Rd #215, Dallas,TX,75219
714,"$475,000.00",39691000.00,1.00,3110 Thomas Ave #533, Dallas,TX,75204
715,"$219,990.00",18382364.40,2.00,4748 Old Bent Tree Ln #1102, Dallas,TX,75287
716,"$159,990.00",13368764.40,1.00,4748 Old Bent Tree Ln #906, Dallas,TX,75287
717,"$409,000.00",34176040.00,2.00,3922 Gilbert Ave #207, Dallas,TX,75219
718,"$184,900.00",15450244.00,2.00,12484 Abrams Rd #1906, Dallas,TX,75243
719,"$574,899.00",48038560.44,3.00,1510 N Washington Ave #203, Dallas,TX,75204
720,"$275,000.00",22979000.00,1.00,1111 S Akard St #410, Dallas,TX,75215
721,"$499,000.00",41696440.00,4.00,6718 Blue Hills Rd, Houston,TX,77069
722,"$225,000.00",18801000.00,3.00,7722 Sorbete Dr, Houston,TX,77083
723,"$600,000.00",50136000.00,5.00,5219 Court Of York, Houston,TX,77069
724,"$399,000.00",33340440.00,4.00,22606 Bucktrout Ln, Katy,TX,77449
725,"$350,000.00",29246000.00,4.00,8734 Backcove Ct, Houston,TX,77064
726,"$1,050,000.00",87738000.00,4.00,19822 Skycountry Ln, Houston,TX,77094
727,"$265,000.00",22143400.00,4.00,3823 Stillview Dr, Houston,TX,77068
728,"$746,000.00",62335760.00,4.00,10118 Briar Forest Dr, Houston,TX,77042
729,"$675,000.00",56403000.00,3.00,13706 Aspen Cove Dr, Houston,TX,77077
730,"$350,000.00",29246000.00,4.00,18214 Sweet Juniper Ln, Katy,TX,77449
731,"$632,500.00",52851700.00,4.00,16127 Rodale Dr, Houston,TX,77049
732,"$324,900.00",27148644.00,4.00,5326 Girnigoe Dr, Houston,TX,77084
733,"$250,000.00",20890000.00,3.00,19322 Golden Cactus Ln, Cypress,TX,77433
734,"$375,000.00",31335000.00,4.00,9422 Tallow Tree Dr, Houston,TX,77070
735,"$259,990.00",21724764.40,3.00,15443 Sierra Valle Dr, Houston,TX,77083
736,"$425,000.00",35513000.00,4.00,26122 Bent Meadow Ct, Katy,TX,77494
737,"$349,500.00",29204220.00,4.00,15706 Dawnbrook Dr, Houston,TX,77068
738,"$792,999.00",66262996.44,6.00,3018 Meadow Pond Dr, Katy,TX,77450
739,"$500,000.00",41780000.00,3.00,55 Bayou Pointe Dr, Houston,TX,77063
740,"$334,800.00",27975888.00,4.00,8831 Gas Light Village Dr, Houston,TX,77095
741,"$405,000.00",33841800.00,4.00,5315 Aspen Lake Ct, Houston,TX,77345
742,"$249,900.00",20881644.00,4.00,5910 Logancrest Ln, Houston,TX,77086
743,"$339,900.00",28402044.00,3.00,13831 Swiss Hill Dr, Houston,TX,77077
744,"$440,000.00",36766400.00,4.00,12403 Moorcreek Dr, Houston,TX,77070
745,"$325,000.00",27157000.00,3.00,6703 Winton St, Houston,TX,77021
746,"$495,000.00",41362200.00,2.00,1325 E 32nd 1/2 St, Houston,TX,77022
747,"$399,900.00",33415644.00,4.00,4810 Scenic Woods Trl, Kingwood,TX,77345
748,"$530,000.00",44286800.00,4.00,5011 Cottage Glen Ct, Houston,TX,77345
749,"$599,900.00",50127644.00,4.00,4130 N Braeswood Blvd, Houston,TX,77025
750,"$175,000.00",14623000.00,0.00,4204 Wipprecht St, Houston,TX,77026
751,"$545,000.00",45540200.00,4.00,25315 Walter Peak Lane Ln, Katy,TX,77494
752,"$287,000.00",23981720.00,6.00,1814 Cobble Creek Dr, Houston,TX,77073
753,"$289,000.00",24148840.00,3.00,2934 Aspen Park Ln, Houston,TX,77084
754,"$695,000.00",58074200.00,3.00,4203 Apollo St, Houston,TX,77018
755,"$335,000.00",27992600.00,3.00,802 Berry Sage Ln, Houston,TX,77022
756,"$320,000.00",26739200.00,3.00,8038 Split Pine Dr, Houston,TX,77040
757,"$329,900.00",27566444.00,3.00,1560 W Tidwell Rd, Houston,TX,77091
758,"$775,000.00",64759000.00,4.00,15703 Walkwood Dr, Houston,TX,77079
759,"$280,000.00",23396800.00,4.00,5703 Belmark St, Houston,TX,77033
760,"$255,000.00",21307800.00,3.00,14727 Auburn Dusk Dr, Houston,TX,77069
761,"$1,249,000.00",104366440.00,3.00,6420 Buffalo Speedway, West University Place,TX,77005
762,"$345,000.00",28828200.00,3.00,10034 Hillside Bayou Dr, Houston,TX,77080
763,"$265,000.00",22143400.00,4.00,13202 Chaston Dr, Houston,TX,77041
764,"$790,000.00",66012400.00,3.00,3937 Law St, Houston,TX,77005
765,"$389,900.00",32580044.00,3.00,5438 Wheatley St Unit E, Houston,TX,77091
766,"$349,000.00",29162440.00,3.00,923 Bianco Ln, Houston,TX,77091
767,"$200,000.00",16712000.00,3.00,14647 Dartwood Dr, Houston,TX,77049
768,"$4,950,000.00",413622000.00,4.00,4011 Essex Ln, Houston,TX,77027
769,"$2,049,000.00",171214440.00,5.00,739 Azaleadell Dr, Houston,TX,77018
770,"$339,900.00",28402044.00,3.00,2110 Diamond Brook Dr, Houston,TX,77062
771,"$379,900.00",31744444.00,3.00,6317 Foster St, Houston,TX,77021
772,"$350,000.00",29246000.00,4.00,14107 Wickersham Ln, Houston,TX,77077
773,"$285,000.00",23814600.00,3.00,5801 Philips St, Houston,TX,77091
774,"$165,000.00",13787400.00,3.00,409 S 72nd St, Houston,TX,77011
775,"$269,995.00",22560782.20,4.00,10610 Logger Pine Trl, Houston,TX,77088
776,"$459,000.00",38354040.00,4.00,6307 Brooklawn Dr, Houston,TX,77085
777,"$339,900.00",28402044.00,3.00,5702 Cheltenham Dr, Houston,TX,77096
778,"$179,000.00",14957240.00,3.00,3902 Marquita Ln, Houston,TX,77039
779,"$600,000.00",50136000.00,5.00,4911 Fox Grass Trl, Kingwood,TX,77339
780,"$310,000.00",25903600.00,4.00,19427 Camellia Knoll Trl, Houston,TX,77084
781,"$333,416.00",27860240.96,3.00,11424 Waterford Spring Trl, Houston,TX,77047
782,"$340,724.00",28470897.44,4.00,11428 Waterford Spring Trl, Houston,TX,77047
783,"$270,000.00",22561200.00,3.00,6518 Cypress Point Dr, Houston,TX,77069
784,"$6,199,000.00",517988440.00,5.00,3637 Olympia Dr, Houston,TX,77019
785,"$335,000.00",27992600.00,4.00,13034 Mills Grove Dr, Houston,TX,77070
786,"$399,000.00",33340440.00,4.00,16423 Mesa Point Dr, Houston,TX,77095
787,"$439,900.00",36758044.00,5.00,7003 Turtle Manor Dr, Humble,TX,77346
788,"$290,000.00",24232400.00,3.00,11902 Oakner Dr, Tomball,TX,77377
789,"$448,900.00",37510084.00,4.00,5418 Coral Ridge Rd, Houston,TX,77069
790,"$350,000.00",29246000.00,4.00,715 Oder Ln, Houston,TX,77090
791,"$280,000.00",23396800.00,3.00,19923 Cypresswood Gln, Spring,TX,77373
792,"$410,000.00",34259600.00,5.00,10626 Glenway Dr, Houston,TX,77070
793,"$307,500.00",25694700.00,3.00,15039 Rose Valley Dr, Houston,TX,77070
794,"$1,399,000.00",116900440.00,3.00,2108 Branard St, Houston,TX,77098
795,"$429,900.00",35922444.00,4.00,10809 Kyler Oaks Pl, Houston,TX,77043
796,"$245,000.00",20472200.00,3.00,3824 Topping St, Houston,TX,77093
797,"$1,100,000.00",91916000.00,2.00,436 W 28th St, Houston,TX,77008
798,"$294,999.00",24650116.44,4.00,15518 Meadow Village Dr, Houston,TX,77095
799,"$450,000.00",37602000.00,3.00,2234 Ashford Hollow Ln, Houston,TX,77077
800,"$3,900,000.00",325884000.00,5.00,3106 Newcastle Dr, Houston,TX,77027
801,"$1,250,000.00",104450000.00,4.00,435 Wilchester Blvd, Houston,TX,77079
802,"$635,000.00",53060600.00,3.00,4026 Bellefontaine St Unit C, Houston,TX,77025
803,"$485,000.00",40526600.00,5.00,20814 Newbury Park Dr, Katy,TX,77450
804,"$299,990.00",25067164.40,3.00,7512 Sandle St, Houston,TX,77088
805,"$229,900.00",19210444.00,3.00,1030 Doubletree Glen Dr, Houston,TX,77073
806,"$285,000.00",23814600.00,3.00,7706 Woodlett Ct, Houston,TX,77095
807,"$298,333.00",24928705.48,4.00,6010 Fontenelle Dr, Houston,TX,77035
808,"$275,000.00",22979000.00,3.00,217 Basswood St, Houston,TX,77022
809,"$430,000.00",35930800.00,4.00,13219 Sycamore Heights St, Houston,TX,77065
810,"$775,000.00",64759000.00,4.00,1030 W 22nd St, Houston,TX,77008
811,"$376,900.00",31493764.00,4.00,5619 Sycamore Creek Dr, Houston,TX,77345
812,"$409,000.00",34176040.00,3.00,10042 Warwana Rd, Houston,TX,77080
813,"$389,900.00",32580044.00,4.00,14610 Cardinal Creek Ct, Houston,TX,77062
814,"$1,999,999.00",167119916.44,4.00,6104 San Felipe St, Houston,TX,77057
815,"$375,000.00",31335000.00,3.00,5519 Saxon Dr, Houston,TX,77092
816,"$225,000.00",18801000.00,3.00,11723 N Marcia Cir, Houston,TX,77071
817,"$419,900.00",35086844.00,2.00,1408 Asbury St, Houston,TX,77007
818,"$447,000.00",37351320.00,5.00,15315 Bramshaw Glen Ct, Houston,TX,77049
819,"$349,000.00",29162440.00,3.00,6124 De Campo St, Houston,TX,77091
820,"$669,000.00",55901640.00,4.00,10607 Deerwood Rd, Houston,TX,77042
821,"$329,000.00",27491240.00,3.00,6122 De Campo St, Houston,TX,77091
822,"$175,000.00",14623000.00,3.00,9225 Noel St, Houston,TX,77033
823,"$329,000.00",27491240.00,3.00,6121 De Campo St, Houston,TX,77091
824,"$375,870.00",31407697.20,3.00,1515 Blue Acer Dr, Houston,TX,77084
825,"$1,549,000.00",129434440.00,4.00,9406 Willowview Ln, Houston,TX,77080
826,"$999,000.00",83476440.00,5.00,7714 S Hunters Court Dr, Houston,TX,77055
827,"$468,000.00",39106080.00,2.00,1210 Shearn St, Houston,TX,77007
828,"$349,000.00",29162440.00,3.00,6119 De Campo St, Houston,TX,77091
829,"$388,000.00",32421280.00,3.00,5103 Saxon Dr, Houston,TX,77092
830,"$349,900.00",29237644.00,3.00,7615 Lacy Hill Dr, Houston,TX,77036
831,"$260,000.00",21725600.00,3.00,1435 Joy Oaks Ln, Houston,TX,77073
832,"$244,900.00",20463844.00,4.00,12723 Drifting Winds Dr, Houston,TX,77044
833,"$386,820.00",32322679.20,4.00,1521 Blue Acer Dr, Houston,TX,77084
834,"$349,998.00",29245832.88,3.00,8408 Safeguard St, Houston,TX,77051
835,"$349,000.00",29162440.00,3.00,6116 De Campo St, Houston,TX,77091
836,"$627,000.00",52392120.00,4.00,6002 Emberwood Falls Dr, Katy,TX,77494
837,"$2,395,000.00",200126200.00,4.00,1815 Cortlandt St, Houston,TX,77008
838,"$400,000.00",33424000.00,4.00,17310 Buffalo Pass Dr, Houston,TX,77095
839,"$822,000.00",68686320.00,4.00,1615 Kelliwood Oaks Drive Dr, Katy,TX,77450
840,"$600,000.00",50136000.00,3.00,1820 Arbor Street St, Houston,TX,77004
841,"$979,000.00",81805240.00,3.00,1535 Vermont St, Houston,TX,77006
842,"$349,000.00",29162440.00,4.00,6115 De Campo St, Houston,TX,77091
843,"$569,999.00",47629116.44,4.00,1906 Brimberry St, Houston,TX,77018
844,"$1,600,000.00",133696000.00,5.00,13514 Kimberley Ln, Houston,TX,77079
845,"$625,000.00",52225000.00,2.00,4035 Norhill Blvd, Houston,TX,77009
846,"$619,000.00",51723640.00,2.00,827 Ralfallen St, Houston,TX,77008
847,"$450,000.00",37602000.00,4.00,19314 Aquatic Dr, Humble,TX,77346
848,"$299,900.00",25059644.00,5.00,16034 Krista Ct, Houston,TX,77049
849,"$485,000.00",40526600.00,4.00,12518 Katrina Ct, Houston,TX,77089
850,"$290,900.00",24307604.00,3.00,3323 Falcon Trail Dr, Spring,TX,77373
851,"$285,000.00",23814600.00,0.00,2412 Fulton St, Houston,TX,77009
852,"$825,000.00",68937000.00,3.00,704 E 11th 1/2 St, Houston,TX,77008
853,"$329,000.00",27491240.00,3.00,6114 De Campo St, Houston,TX,77091
854,"$777,000.00",64926120.00,3.00,927 W 25th St Unit C, Houston,TX,77008
855,"$799,000.00",66764440.00,4.00,9718 Cliffwood Dr, Houston,TX,77096
856,"$1,455,000.00",121579800.00,4.00,12847 Butterfly Ln, Houston,TX,77024
857,"$370,000.00",30917200.00,3.00,24915 Crowned Ct, Katy,TX,77493
858,"$319,990.00",26738364.40,4.00,1942 Round Spring Dr, Kingwood,TX,77339
859,"$295,000.00",24650200.00,4.00,3230 Barkers Forest Ln, Houston,TX,77084
860,"$445,000.00",37184200.00,4.00,13827 Wickdale Garden Ln, Houston,TX,77044
861,"$1,080,000.00",90244800.00,4.00,11406 Montmarte Blvd, Houston,TX,77082
862,"$329,000.00",27491240.00,3.00,6113 De Campo St, Houston,TX,77091
863,"$350,000.00",29246000.00,5.00,21303 Drifting Oaks Dr, Houston,TX,77095
864,"$669,900.00",55976844.00,4.00,7706 Pagewood Ln, Houston,TX,77063
865,"$240,000.00",20054400.00,3.00,3343 Monza Dr, Houston,TX,77014
866,"$319,990.00",26738364.40,3.00,14407 Moreno Ave, Houston,TX,77045
867,"$350,000.00",29246000.00,3.00,5726 Brownstone Ridge Ln, Houston,TX,77084
868,"$314,000.00",26237840.00,3.00,11427 Waterford Spring Trl, Houston,TX,77047
869,"$459,000.00",38354040.00,4.00,13815 Lake Livingston Dr, Houston,TX,77044
870,"$339,000.00",28326840.00,5.00,3807 Wood Gardens Ct, Kingwood,TX,77339
871,"$275,000.00",22979000.00,4.00,4910 Holloway Dr, Houston,TX,77048
872,"$1,850,000.00",154586000.00,4.00,13322 Alchester Ln, Houston,TX,77079
873,"$399,000.00",33340440.00,5.00,5310 Laura Lee Ln, Pasadena,TX,77504
874,"$835,000.00",69772600.00,3.00,223 W 22nd St, Houston,TX,77008
875,"$239,000.00",19970840.00,3.00,4722 Glenvillage St, Houston,TX,77084
876,"$299,000.00",24984440.00,3.00,1605 Summer City Dr, Houston,TX,77047
877,"$284,900.00",23806244.00,3.00,12403 Longbrook Dr, Houston,TX,77099
878,"$899,000.00",75120440.00,3.00,1002 Worthshire St, Houston,TX,77008
879,"$349,995.00",29245582.20,3.00,10910 Chimney Rock Rd, Houston,TX,77096
880,"$232,000.00",19385920.00,3.00,12802 Claycliff Ct, Houston,TX,77034
881,"$395,000.00",33006200.00,4.00,2419 Garden Run Ct, Houston,TX,77084
882,"$149,900.00",12525644.00,1.00,1203 Lockwood Dr, Houston,TX,77020
883,"$139,000.00",11614840.00,2.00,6907 Finch St, Houston,TX,77028
884,"$365,000.00",30499400.00,3.00,11420 Velvet Field Dr, Houston,TX,77047
885,"$444,900.00",37175844.00,3.00,4333 Bell St, Houston,TX,77023
886,"$249,000.00",20806440.00,3.00,2209 Sumpter St, Houston,TX,77026
887,"$460,000.00",38437600.00,4.00,5543 Yarwell Dr, Houston,TX,77096
888,"$595,000.00",49718200.00,3.00,5217 Lillian St, Houston,TX,77007
889,"$775,000.00",64759000.00,3.00,208 Reinicke St, Houston,TX,77007
890,"$125,000.00",10445000.00,2.00,6911 Finch St, Houston,TX,77028
891,"$395,000.00",33006200.00,3.00,4618 Ella Blvd, Houston,TX,77018
892,"$309,000.00",25820040.00,4.00,1422 Esther Dr, Houston,TX,77088
893,"$949,000.00",79298440.00,3.00,7246 Prestwick St, Houston,TX,77025
894,"$265,000.00",22143400.00,3.00,1250 Strawberry Park Ln, Katy,TX,77450
895,"$450,000.00",37602000.00,4.00,18003 Oliveria Way, Houston,TX,77044
896,"$495,000.00",41362200.00,4.00,14402 Brentshire Ln, Houston,TX,77069
897,"$389,900.00",32580044.00,3.00,18331 Gardens End Ln, Houston,TX,77084
898,"$249,900.00",20881644.00,3.00,9011 Allwood St, Houston,TX,77016
899,"$260,000.00",21725600.00,3.00,3638 Broken Elm Dr, Spring,TX,77388
900,"$269,000.00",22477640.00,3.00,6411 Wilshire Lks, Houston,TX,77040
901,"$239,000.00",19970840.00,3.00,10106 Enchanted Stone Dr, Houston,TX,77070
902,"$1,289,000.00",107708840.00,4.00,6202 Kury Ln, Houston,TX,77008
903,"$385,000.00",32170600.00,6.00,2409 Spence St, Houston,TX,77093
904,"$739,000.00",61750840.00,3.00,611 W 27th St, Houston,TX,77008
905,"$530,000.00",44286800.00,4.00,16543 Stone Prairie Dr, Houston,TX,77095
906,"$320,000.00",26739200.00,4.00,13910 Goodridge Dr, Houston,TX,77048
907,"$485,000.00",40526600.00,4.00,1918 Crestdale Dr, Houston,TX,77080
908,"$237,000.00",19803720.00,3.00,8128 Flintridge Dr, Houston,TX,77028
909,"$335,000.00",27992600.00,4.00,15111 Forest Lodge Dr, Houston,TX,77070
910,"$259,900.00",21717244.00,3.00,2510 Munger St, Houston,TX,77023
911,"$385,000.00",32170600.00,4.00,23018 Lanham Dr, Katy,TX,77450
912,"$307,000.00",25652920.00,4.00,4602 Kinloch Dr, Houston,TX,77084
913,"$2,099,000.00",175392440.00,5.00,2821 Wroxton Rd, Houston,TX,77005
914,"$699,000.00",58408440.00,3.00,6306 Waltway Dr, Houston,TX,77008
915,"$775,900.00",64834204.00,3.00,7022 Shavelson St, Houston,TX,77055
916,"$295,000.00",24650200.00,3.00,10014 Red Wolf Ln, Houston,TX,77064
917,"$299,900.00",25059644.00,3.00,2613 Areba St, Houston,TX,77091
918,"$315,000.00",26321400.00,3.00,20003 Elmsbury Ct, Katy,TX,77449
919,"$435,000.00",36348600.00,4.00,15214 Rose Cottage Dr, Houston,TX,77069
920,"$450,000.00",37602000.00,4.00,12439 Meadow Lake Dr, Houston,TX,77077
921,"$370,000.00",30917200.00,4.00,11926 Beverly Dr, Houston,TX,77065
922,"$289,999.00",24232316.44,3.00,7906 Sealey St, Houston,TX,77088
923,"$309,999.00",25903516.44,3.00,7918 James Franklin St, Houston,TX,77088
924,"$249,900.00",20881644.00,3.00,10835 Sageyork Dr, Houston,TX,77089
925,"$335,500.00",28034380.00,4.00,2011 Laurel Hill Dr, Houston,TX,77339
926,"$405,000.00",33841800.00,5.00,12027 Greenwood Estates St, Houston,TX,77066
927,"$350,000.00",29246000.00,4.00,10707 Desert Springs Cir, Houston,TX,77095
928,"$289,999.00",24232316.44,3.00,8125 Venus St, Houston,TX,77088
929,"$369,900.00",30908844.00,4.00,10614 Bent Spur Ct, Houston,TX,77064
930,"$425,000.00",35513000.00,4.00,7515 Mighty Falls Ct, Houston,TX,77095
931,"$469,900.00",39264844.00,3.00,324 Eastwood St, Houston,TX,77011
932,"$630,000.00",52642800.00,5.00,9903 Vogue Ln, Houston,TX,77080
933,"$269,000.00",22477640.00,3.00,6719 Alum Rock Ln, Houston,TX,77048
934,"$419,900.00",35086844.00,3.00,5344 Donovan Gardens Ln, Houston,TX,77091
935,"$1,250,000.00",104450000.00,3.00,1802 Pinewoods Way, Spring,TX,77386
936,"$485,000.00",40526600.00,4.00,9406 Bob White Dr, Houston,TX,77096
937,"$295,000.00",24650200.00,4.00,12329 Ashcroft Dr, Houston,TX,77035
938,"$420,000.00",35095200.00,4.00,20611 Rainbow Granite Dr, Richmond,TX,77407
939,"$315,000.00",26321400.00,3.00,4403 Ram Ct, Houston,TX,77072
940,"$485,000.00",40526600.00,6.00,18427 Point Lookout Dr, Houston,TX,77058
941,"$434,800.00",36331888.00,3.00,1218 Birkland Pine Ln, Houston,TX,77043
942,"$639,900.00",53470044.00,3.00,3110 Lake St, Houston,TX,77098
943,"$259,900.00",21717244.00,3.00,13815 Burgoyne Rd, Houston,TX,77077
944,"$470,000.00",39273200.00,4.00,99 N Dreamweaver Cir, The Woodlands,TX,77380
945,"$799,000.00",66764440.00,4.00,10602 Riverview Dr, Houston,TX,77042
946,"$365,000.00",30499400.00,4.00,3407 Amber Forest Dr, Houston,TX,77068
947,"$1,249,000.00",104366440.00,2.00,3404 Audubon Pl, Houston,TX,77006
948,"$269,000.00",22477640.00,3.00,14130 Cashel Forest Dr, Houston,TX,77069
949,"$330,000.00",27574800.00,1.00,4829 Golden Forest Dr, Houston,TX,77091
950,"$695,000.00",58074200.00,4.00,5315 Spartan Dr, Houston,TX,77041
951,"$1,475,000.00",123251000.00,4.00,2017 W 14th St Unit A, Houston,TX,77008
952,"$2,550,000.00",213078000.00,3.00,322 Lindenwood Dr, Hunters Creek Village,TX,77024
953,"$1,690,000.00",141216400.00,5.00,5202 Mimosa Dr, Bellaire,TX,77401
954,"$609,000.00",50888040.00,3.00,7006 Northampton Way, Houston,TX,77055
955,"$569,989.00",47628280.84,4.00,10719 Landsdowne Dr, Houston,TX,77096
956,"$439,000.00",36682840.00,4.00,17602 Riata Manor Ln, Cypress,TX,77433
957,"$875,000.00",73115000.00,4.00,6007 Saratoga Springs Ln, Houston,TX,77041
958,"$310,000.00",25903600.00,3.00,4011 Forest Ridge Lndg, Houston,TX,77084
959,"$315,000.00",26321400.00,3.00,7714 Muirfield Cir, Houston,TX,77095
960,"$472,168.00",39454358.08,3.00,5407 Jackwood St, Houston,TX,77096
961,"$469,000.00",39189640.00,3.00,1797 S Olympian Way SW, Atlanta,GA,30310
962,"$749,900.00",62661644.00,4.00,267 Monument Ave SE, Atlanta,GA,30316
963,"$530,000.00",44286800.00,3.00,83 Richmond St SE, Atlanta,GA,30312
964,"$210,000.00",17547600.00,3.00,1930 Brownmill Rd SE, Atlanta,GA,30315
965,"$338,500.00",28285060.00,4.00,4906 Brookwood Pl, Atlanta,GA,30349
966,"$196,000.00",16377760.00,3.00,3800 Leisure Ln, College Park,GA,30349
967,"$500,000.00",41780000.00,3.00,580 Shannon Dr SW, Atlanta,GA,30310
